BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.640653548,-0.901389853,-0.905974217,-0.893025238,-0.877732654
-0.640639054,-0.901388782,-0.905971234,-0.893022917,-0.877731356
-0.640638713,-0.90138858,-0.905968843,-0.893022846,-0.87773109
-0.640605665,-0.901387611,-0.905968703,-0.893022534,-0.877731043
-0.640602677,-0.901387464,-0.905966293,-0.893015843,-0.877729939
-0.640591247,-0.901386302,-0.905964332,-0.893015452,-0.877728809
-0.640582793,-0.901385443,-0.90596379,-0.893010336,-0.877727253
-0.640574523,-0.901384301,-0.905961406,-0.893009208,-0.877727045
-0.640552533,-0.901383351,-0.905960891,-0.893002352,-0.877725153
-0.640545145,-0.901382957,-0.905957974,-0.893001105,-0.877724232
-0.640543682,-0.901379885,-0.905957118,-0.893000974,-0.877721018
-0.640542622,-0.901379553,-0.905956837,-0.892996147,-0.877720278
-0.640527949,-0.901379156,-0.905956552,-0.892994508,-0.877717863
-0.640517426,-0.90137821,-0.90595653,-0.892992728,-0.877717488
-0.64048642,-0.901378015,-0.905955238,-0.892991404,-0.877715512
-0.640461857,-0.901377813,-0.905954967,-0.89299113,-0.877713916
-0.640423317,-0.90137753,-0.905953554,-0.8929911,-0.877710221
-0.640421329,-0.901376795,-0.905953085,-0.892990021,-0.877708616
-0.640419664,-0.901374115,-0.905952996,-0.892989974,-0.877704577
-0.640381375,-0.901373837,-0.905951422,-0.892989275,-0.877703143
-0.640364276,-0.901373427,-0.90595028,-0.892987116,-0.877701401
-0.640361727,-0.901373034,-0.905948092,-0.892987103,-0.87769662
-0.640359976,-0.901372886,-0.905946449,-0.892986326,-0.877691004
-0.640313595,-0.901372039,-0.905945539,-0.892986213,-0.877688707
-0.640306698,-0.901371847,-0.905943893,-0.892984933,-0.877688448
-0.64030463,-0.901368598,-0.90594151,-0.892983731,-0.877685514
-0.640268849,-0.901367929,-0.905939542,-0.892981133,-0.877683041
-0.640264769,-0.901366851,-0.905939124,-0.892980998,-0.877682999
-0.640262407,-0.90136578,-0.905938565,-0.892980784,-0.877681372
-0.64025964,-0.901363402,-0.905938261,-0.892979683,-0.87768107
-0.640222186,-0.901362299,-0.905936297,-0.892979535,-0.877680715
-0.640210407,-0.901362129,-0.905935488,-0.892978262,-0.877680538
-0.64020332,-0.901361502,-0.905935216,-0.892975979,-0.877680352
-0.640198566,-0.901360262,-0.90593417,-0.892974238,-0.877680167
-0.640194055,-0.901360234,-0.90593399,-0.892974073,-0.877680129
-0.640151322,-0.901357671,-0.905932627,-0.892973235,-0.877679461
-0.640148472,-0.901357539,-0.905932252,-0.892972904,-0.877678264
-0.640134814,-0.901355662,-0.905929539,-0.892972244,-0.877673709
-0.640126959,-0.901353423,-0.905928726,-0.892969854,-0.877670908
-0.64012531,-0.901352924,-0.905927503,-0.892969774,-0.877669988
-0.640104397,-0.901350707,-0.905927234,-0.892966659,-0.877668671
-0.640101921,-0.901350392,-0.905925158,-0.892965485,-0.877663115
-0.640095251,-0.901349448,-0.905924757,-0.89296519,-0.877660525
-0.640085153,-0.901349095,-0.905924324,-0.892964893,-0.877659232
-0.640073775,-0.901348285,-0.905922225,-0.892964748,-0.877657716
-0.640058855,-0.901345334,-0.905921448,-0.892964614,-0.877657183
-0.640042172,-0.901344276,-0.905919808,-0.892964443,-0.877655038
-0.640039372,-0.901344013,-0.905919176,-0.892963755,-0.87765267
-0.639968546,-0.901343134,-0.905919149,-0.892963622,-0.87765143
-0.639952145,-0.901340597,-0.90591873,-0.892962664,-0.877650253
-0.63993277,-0.90133961,-0.905918058,-0.892962461,-0.877650132
-0.639915359,-0.901339085,-0.905916836,-0.892962417,-0.877649608
-0.639900009,-0.901338439,-0.905916349,-0.892960796,-0.87764512
-0.639888892,-0.901338081,-0.905915028,-0.892959906,-0.877644637
-0.639885713,-0.901337893,-0.905914417,-0.892959223,-0.877643824
-0.639876258,-0.901334279,-0.905913746,-0.892959026,-0.877643079
-0.639873734,-0.901332865,-0.90591285,-0.892957094,-0.877642195
-0.639872806,-0.901332673,-0.905912433,-0.892956629,-0.877639745
-0.639866763,-0.901331737,-0.905912053,-0.892955933,-0.877638874
-0.639846791,-0.901331375,-0.905912001,-0.89295352,-0.877638313
-0.639845944,-0.901330816,-0.905908225,-0.892951839,-0.877638176
-0.639825977,-0.901329277,-0.905908121,-0.892949761,-0.877638064
-0.639814113,-0.90132836,-0.905907405,-0.892949357,-0.877637457
-0.63977857,-0.901328014,-0.905906725,-0.892947037,-0.877636206
-0.639771199,-0.901326378,-0.905905723,-0.892946066,-0.877633142
-0.639752651,-0.901326256,-0.905905008,-0.892944833,-0.877632542
-0.639726164,-0.901325755,-0.905904354,-0.892944722,-0.877631896
-0.639709245,-0.901324999,-0.905902927,-0.892942273,-0.877630097
-0.639699254,-0.901322758,-0.905900971,-0.89294212,-0.877629254
-0.63968985,-0.901322065,-0.905900165,-0.892938993,-0.877628098
-0.639686035,-0.901319043,-0.905899623,-0.892938328,-0.877626338
-0.639653823,-0.901317872,-0.905897491,-0.892938183,-0.877625591
-0.639650162,-0.901317438,-0.90589519,-0.892937308,-0.877625411
-0.639638427,-0.901317002,-0.905894791,-0.892937233,-0.877623339
-0.639636182,-0.901316858,-0.905894701,-0.89293553,-0.877622858
-0.639619935,-0.901316825,-0.90589427,-0.892934171,-0.877620942
-0.639597784,-0.901316545,-0.905894103,-0.892933078,-0.87761866
-0.639591061,-0.901316445,-0.905893778,-0.892933069,-0.877616199
-0.639572248,-0.901314828,-0.90589329,-0.892932925,-0.87761595
-0.639566182,-0.901314344,-0.905892703,-0.892931364,-0.877612607
-0.639565069,-0.901314053,-0.905891605,-0.892930948,-0.877611066
-0.639559334,-0.901314011,-0.905891358,-0.892927895,-0.87760813
-0.639552625,-0.901313814,-0.905888855,-0.892926033,-0.877607484
-0.639482703,-0.901313777,-0.9058857,-0.892925532,-0.877604655
-0.639465501,-0.901311796,-0.905885467,-0.892925479,-0.877604364
-0.639443322,-0.901310654,-0.905883311,-0.892923819,-0.877603549
-0.639432991,-0.901310346,-0.905881755,-0.892923572,-0.877603017
-0.639426733,-0.90131,-0.905880258,-0.892922949,-0.87760265
-0.639417634,-0.901309298,-0.905877845,-0.892921281,-0.877602237
-0.639415156,-0.901308838,-0.905877307,-0.892921212,-0.877602023
-0.639403456,-0.901308669,-0.905876983,-0.892920986,-0.877601976
-0.63939995,-0.901308386,-0.905875299,-0.892920626,-0.877601818
-0.639394721,-0.901306154,-0.905874348,-0.892919767,-0.877599474
-0.639384374,-0.901305145,-0.905874285,-0.892913089,-0.877595814
-0.639366795,-0.901304705,-0.905873698,-0.892912984,-0.87759576
-0.639365213,-0.901304697,-0.905872354,-0.892912877,-0.877595205
-0.63934372,-0.901302582,-0.905871767,-0.892912737,-0.877593782
-0.639332149,-0.901302416,-0.905870863,-0.892911831,-0.877593619
-0.639330844,-0.901301135,-0.905868972,-0.892911293,-0.877591065
-0.639328955,-0.90130097,-0.905868794,-0.892911114,-0.877590109
-0.639324281,-0.901300393,-0.905866746,-0.892910137,-0.877585812
-0.639299827,-0.901300287,-0.905866477,-0.892909503,-0.877585151
-0.639299044,-0.901299906,-0.90586555,-0.89290877,-0.877584817
-0.639298113,-0.901298915,-0.905865463,-0.892907585,-0.877583858
-0.63927826,-0.901298758,-0.905865278,-0.892905885,-0.877583603
-0.639273136,-0.901298539,-0.905864909,-0.892904603,-0.877583187
-0.639268454,-0.901297392,-0.905864373,-0.892904395,-0.877581395
-0.63926615,-0.90129728,-0.905862256,-0.892903664,-0.877580224
-0.639242752,-0.901296726,-0.905862214,-0.892903269,-0.877579315
-0.639239053,-0.901295728,-0.905861989,-0.892901673,-0.877576599
-0.639229251,-0.901293846,-0.905860668,-0.892901366,-0.877573393
-0.63919022,-0.901292926,-0.905855639,-0.892896942,-0.877571882
-0.639175395,-0.901291304,-0.90585352,-0.892896272,-0.877570597
-0.639167359,-0.901290752,-0.905853506,-0.892895665,-0.877570571
-0.639127581,-0.901290511,-0.905851724,-0.892894744,-0.877569495
-0.639124512,-0.901290006,-0.905850012,-0.892894386,-0.877569339
-0.639107956,-0.901289956,-0.905849707,-0.892894105,-0.877560918
-0.639100399,-0.901289313,-0.905848769,-0.892893579,-0.877560367
-0.639083113,-0.901288828,-0.905848001,-0.892893474,-0.877560342
-0.639065751,-0.901288259,-0.905845131,-0.892893343,-0.877559372
-0.639064751,-0.901288253,-0.905844889,-0.89289286,-0.877559182
-0.639049346,-0.901288161,-0.905844799,-0.892891323,-0.877558404
-0.639042408,-0.901286376,-0.905843905,-0.892890979,-0.877557614
-0.639027472,-0.901286282,-0.905842724,-0.892890262,-0.877557523
-0.639014873,-0.901285631,-0.905842494,-0.892889653,-0.877556744
-0.639008161,-0.901284264,-0.905842047,-0.892889262,-0.877554677
-0.638978084,-0.901283304,-0.905839688,-0.892887882,-0.877554657
-0.638973144,-0.901283023,-0.905839668,-0.892887612,-0.877554656
-0.638971692,-0.901282442,-0.905837886,-0.892887482,-0.877553647
-0.638967761,-0.901280683,-0.905836528,-0.89288635,-0.877553508
-0.638959432,-0.901278211,-0.905836431,-0.89288492,-0.877549993
-0.638946181,-0.901278167,-0.905835241,-0.892884299,-0.877549966
-0.638934238,-0.901276698,-0.905834049,-0.892884258,-0.877546654
-0.638931297,-0.901276026,-0.905833187,-0.892883776,-0.877543703
-0.63891502,-0.901274187,-0.905832039,-0.89288325,-0.877542072
-0.638903105,-0.901273938,-0.905828921,-0.892881954,-0.877541953
-0.638886547,-0.901272928,-0.905827308,-0.892880226,-0.877541643
-0.638882486,-0.901271927,-0.90582642,-0.892880068,-0.877541097
-0.638873728,-0.901271023,-0.905822319,-0.89287984,-0.87754049
-0.63885793,-0.90127071,-0.905822089,-0.892876805,-0.877540116
-0.638848713,-0.901270067,-0.905819759,-0.892876474,-0.877539931
-0.638837085,-0.901269777,-0.905819525,-0.892875664,-0.877539232
-0.63883351,-0.901269001,-0.905819147,-0.892875404,-0.877537816
-0.638830595,-0.901266821,-0.90581873,-0.892873119,-0.877536412
-0.638823121,-0.901265964,-0.905817916,-0.892872892,-0.877535932
-0.638814129,-0.901265221,-0.905817505,-0.892870025,-0.877535333
-0.638812631,-0.901263531,-0.905817343,-0.892868253,-0.877534976
-0.638785152,-0.901263213,-0.905817116,-0.892867885,-0.877534772
-0.638780585,-0.901257739,-0.905816983,-0.892867291,-0.877532369
-0.638770479,-0.901257655,-0.905816571,-0.89286721,-0.877530343
-0.638764547,-0.901257356,-0.905815311,-0.892862768,-0.877529003
-0.638747338,-0.901257069,-0.905814437,-0.892860934,-0.877528794
-0.638745967,-0.901256286,-0.90581422,-0.892859349,-0.877526897
-0.638737633,-0.901255802,-0.905814204,-0.892859223,-0.877526036
-0.63871777,-0.90125571,-0.905813998,-0.892858874,-0.877525902
-0.638711621,-0.901255277,-0.905813555,-0.892858413,-0.877523803
-0.638705427,-0.901253508,-0.9058129,-0.892858266,-0.877522905
-0.638702345,-0.901250891,-0.905812851,-0.892858002,-0.877522332
-0.638700338,-0.901249707,-0.905811849,-0.892857918,-0.87751932
-0.63869591,-0.901249274,-0.905811761,-0.892857264,-0.877517121
-0.638691399,-0.901249036,-0.905811217,-0.89285569,-0.877515791
-0.638682408,-0.901248826,-0.905810137,-0.892855661,-0.877515537
-0.638677355,-0.901248273,-0.905809601,-0.892855055,-0.877515518
-0.63866958,-0.901248104,-0.905809441,-0.892855001,-0.877514729
-0.638648576,-0.901247639,-0.905809397,-0.892854596,-0.877513628
-0.6386398,-0.901246824,-0.905808332,-0.892853459,-0.877512508
-0.638628223,-0.901246201,-0.905808326,-0.892851211,-0.877510193
-0.638615173,-0.901246067,-0.905807389,-0.892850474,-0.877510174
-0.63858122,-0.901245558,-0.905807346,-0.892848639,-0.877509957
-0.638573428,-0.901244829,-0.905804412,-0.892848196,-0.877508036
-0.638552984,-0.901243528,-0.905804185,-0.892847741,-0.877507856
-0.638547699,-0.901243517,-0.905803858,-0.892846798,-0.877505149
-0.638543341,-0.901243515,-0.905803673,-0.892846795,-0.877499438
-0.638541136,-0.901243366,-0.90580355,-0.892845876,-0.877499297
-0.638528065,-0.901243118,-0.905802633,-0.892845484,-0.877496864
-0.638505107,-0.901242088,-0.905802137,-0.892844924,-0.877495843
-0.638463981,-0.901241861,-0.90580198,-0.892844644,-0.877495618
-0.638452059,-0.901241204,-0.905801765,-0.892844409,-0.877495515
-0.638449506,-0.901240991,-0.905801103,-0.892841042,-0.877493136
-0.63844863,-0.901240865,-0.905799702,-0.892838802,-0.877491968
-0.638438977,-0.90124077,-0.905798833,-0.89283847,-0.877489326
-0.638432564,-0.901239838,-0.905798728,-0.892836635,-0.877487637
-0.63843233,-0.901239682,-0.905798125,-0.892835893,-0.877486932
-0.638413889,-0.90123945,-0.90579773,-0.892835658,-0.877485359
-0.638407083,-0.901238222,-0.905797285,-0.892832088,-0.87748036
-0.638390103,-0.901238123,-0.905795996,-0.892831185,-0.877480271
-0.638362913,-0.901237681,-0.905795743,-0.892831024,-0.877478383
-0.638360735,-0.901235731,-0.905795573,-0.892831003,-0.877477368
-0.638344813,-0.901235659,-0.905794896,-0.892830936,-0.877477235
-0.638341474,-0.901234644,-0.905792923,-0.892829871,-0.877476841
-0.638325357,-0.901233813,-0.905792739,-0.892829564,-0.87747389
-0.638309261,-0.901233299,-0.905792685,-0.892828687,-0.877473713
-0.638309248,-0.90123271,-0.905791898,-0.892826446,-0.877473234
-0.638299128,-0.901232516,-0.905791642,-0.892825506,-0.877472763
-0.638295488,-0.901231728,-0.905785851,-0.892825451,-0.877466893
-0.638283422,-0.901231694,-0.905785638,-0.892824647,-0.877465137
-0.638269661,-0.901230325,-0.905784194,-0.892824339,-0.877464852
-0.638255426,-0.901229612,-0.90578202,-0.892822647,-0.877464705
-0.638254689,-0.901229273,-0.905781257,-0.892822433,-0.877462409
-0.638248735,-0.901227107,-0.905780852,-0.892822318,-0.877460635
-0.638237401,-0.901225136,-0.905780732,-0.892821978,-0.877460316
-0.638232954,-0.901224452,-0.905780642,-0.892821849,-0.87745865
-0.638219598,-0.901223296,-0.905779826,-0.89282093,-0.87745766
-0.63821538,-0.901221544,-0.905779192,-0.89281846,-0.877457506
-0.638206889,-0.90121849,-0.905778376,-0.892817813,-0.877455914
-0.638205961,-0.901217974,-0.905777973,-0.892817335,-0.877454748
-0.638195335,-0.901217484,-0.905775502,-0.892814453,-0.877452594
-0.638192275,-0.901216815,-0.905774562,-0.892809871,-0.877449504
-0.638145807,-0.901216362,-0.905772748,-0.892807359,-0.877449488
-0.638141951,-0.901215495,-0.905772064,-0.892806641,-0.877449043
-0.638140785,-0.901214617,-0.905771418,-0.892806369,-0.877444788
-0.638139544,-0.901214336,-0.905771229,-0.892806082,-0.877443782
-0.638138582,-0.901214247,-0.90577119,-0.892804956,-0.877442658
-0.638134704,-0.901213239,-0.905770628,-0.892804128,-0.877442191
-0.638132786,-0.901213135,-0.905769914,-0.892801653,-0.877440954
-0.638109016,-0.901212912,-0.905769594,-0.892801528,-0.877440031
-0.63810838,-0.901212406,-0.905769057,-0.892801212,-0.877439696
-0.638084204,-0.901212336,-0.905767682,-0.892799636,-0.877439481
-0.638069841,-0.901211608,-0.905767644,-0.892799573,-0.877436657
-0.638067079,-0.901210891,-0.905766932,-0.892798346,-0.877435778
-0.63806484,-0.901209615,-0.905765229,-0.892798084,-0.87743565
-0.63805987,-0.901209582,-0.905765144,-0.892797508,-0.877433702
-0.638055109,-0.901207377,-0.905764204,-0.89279724,-0.877431148
-0.638043837,-0.901203614,-0.905763897,-0.892795465,-0.87743101
-0.638042623,-0.90120332,-0.905763855,-0.892791335,-0.877429632
-0.638026544,-0.90120235,-0.905762955,-0.892789766,-0.877428663
-0.638014279,-0.901201306,-0.905759645,-0.892787996,-0.8774273
-0.638012193,-0.901201022,-0.905759314,-0.892787521,-0.877425796
-0.638008498,-0.901201,-0.905759007,-0.89278698,-0.877424817
-0.638006025,-0.901199621,-0.905757593,-0.89278599,-0.877422876
-0.637996108,-0.901199527,-0.905756936,-0.892785955,-0.87741991
-0.637958395,-0.901198973,-0.905756526,-0.892785314,-0.877419875
-0.637944392,-0.901198491,-0.905751349,-0.892784949,-0.877419792
-0.637942407,-0.901198033,-0.905750533,-0.892784749,-0.877419748
-0.637940667,-0.901195776,-0.905749837,-0.892784177,-0.877418539
-0.63794054,-0.901194031,-0.905748549,-0.892783176,-0.877418295
-0.637921648,-0.901193738,-0.905748339,-0.89278262,-0.877418024
-0.637910061,-0.901193652,-0.905748169,-0.892782581,-0.877417778
-0.637893093,-0.901193355,-0.905746728,-0.892782088,-0.877417112
-0.637889591,-0.901192157,-0.905746387,-0.892781962,-0.877412791
-0.637883367,-0.901192053,-0.905745882,-0.892781756,-0.877410771
-0.637865384,-0.901190551,-0.905744797,-0.892781348,-0.877410559
-0.63783459,-0.9011904,-0.905744753,-0.892780771,-0.877408924
-0.637832401,-0.901189982,-0.905744559,-0.89277966,-0.877408133
-0.637828715,-0.901187681,-0.905744317,-0.892779173,-0.877407497
-0.637817678,-0.901187226,-0.905743604,-0.892778464,-0.877405931
-0.637814251,-0.901186539,-0.905743129,-0.892777935,-0.877405709
-0.637783452,-0.901185782,-0.905742821,-0.892777887,-0.877403635
-0.637782164,-0.901185455,-0.905741692,-0.89277677,-0.877401937
-0.637776798,-0.901184627,-0.905741376,-0.89277659,-0.877401726
-0.637754669,-0.901182038,-0.905741194,-0.892776584,-0.877401371
-0.637753393,-0.901181707,-0.90573945,-0.892776088,-0.877399738
-0.637748427,-0.901180281,-0.90573882,-0.892775569,-0.877399228
-0.637739093,-0.901178877,-0.905737742,-0.892774242,-0.877399055
-0.637737481,-0.901178801,-0.905736732,-0.892771593,-0.877398528
-0.6377317,-0.901178315,-0.905733692,-0.892770055,-0.877398505
-0.63773105,-0.901177426,-0.905731711,-0.892769363,-0.877396467
-0.637718423,-0.901176579,-0.905731709,-0.892769039,-0.877395488
-0.637712032,-0.90117645,-0.905729894,-0.892768711,-0.877393683
-0.637694463,-0.901175746,-0.905727981,-0.892767105,-0.877393574
-0.637677807,-0.901175736,-0.905727592,-0.892767004,-0.877392689
-0.637676182,-0.901175007,-0.905727235,-0.892765159,-0.877392422
-0.637648176,-0.901174824,-0.905726372,-0.892764408,-0.877391381
-0.637646503,-0.90117436,-0.905726168,-0.892764188,-0.877391281
-0.637646076,-0.901172785,-0.905724629,-0.89276391,-0.877390231
-0.637643817,-0.901168511,-0.905724532,-0.892761784,-0.87739019
-0.63762664,-0.901168196,-0.905724427,-0.892759453,-0.877386716
-0.637590086,-0.901166294,-0.905723914,-0.892758816,-0.877384634
-0.637585678,-0.901165114,-0.905722025,-0.892757852,-0.877383668
-0.637581701,-0.901165113,-0.905721807,-0.892757574,-0.877383348
-0.637579942,-0.901164661,-0.905719731,-0.892755945,-0.877381655
-0.637570122,-0.901163515,-0.905717903,-0.892755726,-0.87738161
-0.637555003,-0.901162047,-0.905717105,-0.89275415,-0.877380336
-0.637535636,-0.901161845,-0.9057168,-0.892752126,-0.877379835
-0.637518914,-0.901161744,-0.905716639,-0.892751894,-0.877377063
-0.637516134,-0.901161548,-0.905715385,-0.892751223,-0.877376421
-0.637511983,-0.901161367,-0.905711973,-0.892750363,-0.877375855
-0.637511208,-0.901160574,-0.905710423,-0.892748473,-0.877375055
-0.63750625,-0.901160311,-0.905710306,-0.892747653,-0.877374066
-0.63749828,-0.901160201,-0.905709886,-0.89274736,-0.877373431
-0.637494505,-0.901158808,-0.905708659,-0.892747318,-0.877372964
-0.637462215,-0.901157623,-0.905706221,-0.892745919,-0.877372631
-0.637452704,-0.901156096,-0.905705805,-0.892745527,-0.87737164
-0.637452341,-0.901154221,-0.905705788,-0.892744685,-0.877371044
-0.637448956,-0.901152914,-0.905704828,-0.892744061,-0.877369701
-0.637443799,-0.9011527,-0.905703181,-0.892741685,-0.877369673
-0.637443147,-0.901151757,-0.905702453,-0.892740572,-0.87736888
-0.637413679,-0.901151541,-0.905698882,-0.89273649,-0.877367859
-0.63740188,-0.901150447,-0.905698443,-0.892734012,-0.877366778
-0.637368517,-0.901147351,-0.905698239,-0.892733579,-0.877366562
